Kecamatan,Kabupaten,Nama objek,Nomor Lokasi Keterdapatan,Komoditi,Kode Unsur,Kelompok Mineral Logam,Lokasi Keterdapatan,Provinsi,Status Penyelidikan Mineral Logam,Bijih Terbukti (Ton),Logam Terbukti (Ton),keteragan,acuan,objectid,longitude,latitude,Jenis Izin,Lokasi Tambang,Luas Wilayah,Tanggal Berakhir SK,Tanggal Berlaku SK,Mine_port(meter),Mine_road(meter),Mine_Smelter(meter),Produksi Tahunan (ton),Target Produksi Harian (ton),Produksi Aktual Harian (ton),Pencapaian (%),Jumlah Ekskavator,Jumlah Truk Tambang,Ketersediaan Fisik (PA) %,Penggunaan Ketersediaan (UA) %,Jam Downtime,Konsumsi BBM (Liter),Biaya Penambangan per Ton (Rp),Biaya Pengangkutan per Ton (Rp),Biaya Penanganan Pelabuhan per Ton (Rp),Biaya Pemrosesan Smelter per Ton (Rp),AISC per Ton (Rp),CAPEX / OPEX,TRIFR,LTIFR,Jumlah Insiden,Indikator Fatalitas,Harga Nikel Historis (Rp/Ton),Nilai Tukar (Rp/USD),Pembeli / Offtaker,Jenis Kontrak
Wawonii Tenggara,Konawe Kepulauan,Nikel Roko roko,1.254.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Roko roko,Sulawesi Tenggara,Operasi Produksi,2500000,21630,"Blok Arwana, Blok Elang, dan Blok Anoa","PT Gema Kreasi Perdana, Laporan RKAB Tahun 2022",1384,123.117,-4.217,IUP,"Kecamatan Wawonii Tenggara, Kabupaten Konawe Kepulauan, Provinsi Sulawesi Tenggara",850.9,"November 14, 2028","November 14, 2008",25951.204,3171.198,58233.737,618796,4461,4441,99.55,23,67,88.96,71.72,46.1,8036,233571,104815,43475,643353,1025214,OPEX,2.39,0.22,2,Tidak,262551145,15911,PT Aneka Tambang,FOB Motorship
Palangga Selatan,Konawe Selatan,Nikel Watumbohuti 1,1.415.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Watumbohuti 1,Sulawesi Tenggara,Operasi Produksi,995069,118.413.211,"Kadar Ni 1,7%","PT Generasi Agung Perkasa, Laporan RKAB Tahun 2019 (Tabulasi Dinas ESDM Provinsi)",1424,122.407,-4.409,IUP,Parasi dan sekitarnya Palangga Selatan,584,"November 12, 2028","November 12, 2018",6935.458,566.137,7613.095,1647498,2135,1961,91.85,18,68,92.19,73.53,29.2,20717,293530,67860,76458,626316,1064164,CAPEX,2.11,0.34,0,Tidak,281469991,15917,PT Aneka Tambang,CIF
Laeya,Konawe Selatan,Nikel Sangi sangi,1.417.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Sangi sangi,Sulawesi Tenggara,Eksplorasi,1617508,16.983.834,"Blok Selatan, Blok Tengah, Blok Utara","PT Gerbang Multi Sejahtera, Laporan RKAB Tahun 2020",1426,122.459,-4.424,IUP,Desa Wia-Wia Kec. Laonti,2301.62,"Juli 30, 2038","Juli 30, 2018",,,,1361900,2905,2871,98.83,18,60,86.26,73.51,33.2,8446,213645,109399,79155,620487,1022686,CAPEX,0.84,0.42,0,Tidak,318931514,15687,PT Vale Indonesia,FOB Motorship
Tinanggea,Konawe Selatan,Nikel Blok Selatan Ngapaaha,2.179.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Selatan Ngapaaha,Sulawesi Tenggara,Operasi Produksi,6954672,85.194.732,"Ironcap, limonit dan saprolit, kadar Ni > 0,6% (sumber daya) dan Ni > 1,1% (cadangan)","PT Ifishdeco, Laporan RKAB Tahun 2020",1529,122.1768,-4.396,IUP,Ngapaaha,800,"September 8, 2028","September 8, 2010",31584.754,461.116,2462.904,1452077,3857,3868,100.29,16,38,96,86.46,14.1,23059,233942,140390,79050,565363,1018745,OPEX,0.32,0.5,1,Tidak,283031788,15715,PT Aneka Tambang,CIF
Tinanggea,Konawe Selatan,Nikel Blok Utara Ngapaaha,1.157.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Utara Ngapaaha,Sulawesi Tenggara,Operasi Produksi,7499855,77.693.579.250,Iron Cap-Limonit-Saprolit,"PT Ifishdeco, Ringkasan Eksekutif Laporan JORC Cadangan Tahun 2018 dan laporan RKAB Tahun 2020",1367,122.179,-4.382,IUP,Ngapaaha,800,"September 8, 2028","September 8, 2010",31659.183,1331.176,3016.23,1348059,4351,3924,90.19,12,45,93.02,77.97,41,15315,284141,83713,66856,593326,1028036,OPEX,2.36,0.08,2,Tidak,308639095,15728,PT IWIP,CIF
Langgikima,Konawe Utara,Nikel Lameruru,2.554.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lameruru,Sulawesi Tenggara,Operasi Produksi,1100000,10844,"Blok Bitti, Mangrove dan Ulin, kadar Ni 1,58% - 1,83%","PT Indra Bakti Mustika, Annual Report Tahun 2021",1576,122.29,-3.2491,IUP,"Kec. Langgikima, Kab. Konawe Utara",576,"Januari 17, 2034","Maret 17, 2014",50757.46,68.356,22242.415,1330369,4985,4826,96.81,21,36,92.05,89.81,32.8,20857,359314,104949,32117,729564,1225944,OPEX,2.36,0.4,0,Tidak,319404501,15969,PT GNI,CIF
Laeya,Konawe Selatan,Nikel Wonua Kongga,2.152.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Wonua Kongga,Sulawesi Tenggara,Operasi Produksi,4169195,62626.19,"Blok 1 dan Blok 2, kadar Ni 1,5% s.d. 2%","PT Integra Mining Nusantara, Laporan RKAB Tahun 2022",1501,122.491,-4.435,IUP,"Desa Wonua Kongga, Kec. Laeya",100,"Januari 11, 2029","Januari 11, 2010",4012.861,36.222,15091.24,635849,1583,1621,102.4,21,36,87.15,72.74,43.9,17364,356283,118169,48322,786019,1308793,OPEX,1.42,0.44,0,Tidak,282916780,15995,PT IMIP,Spot Contract
Palangga Selatan,Konawe Selatan,Nikel Wotumbohuti,1.414.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Wotumbohuti,Sulawesi Tenggara,Operasi Produksi,1087741,13.248.685.380,"Kadar Ni > 1,24% dan > 1,74%","PT Jagad Rayatama, Laporan RKAB Tahun 2020",1423,122.3912,-4.3925,IUP,"Desa Watumbohoti, Palngga Selatan, Konawe Selatan, Sulawesi Tenggara",1670,"Januari 27, 2027","Januari 27, 2017",9443.261,5.039,7974.312,1338810,2205,2082,94.42,10,43,88.29,83.07,47.7,9586,252140,65003,52246,502688,872077,OPEX,1.68,0.02,1,Tidak,314741082,15727,PT IMIP,CIF
Molawe,Konawe Utara,Nikel Wawalalindu,2.560.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Mandiodo 2,Sulawesi Tenggara,Operasi Produksi,4576650,579.861.555,"Kadar Ni 1,2% s.d. 1,81%","PT Kabaena Kromit Prathama, Laporan RKAB Tahun 2020",1582,122.1944,-3.577,IUP,"Kec. Molawe, Kab. Konawe Utara",102.6,"Desember 14, 2030","Desember 14, 2010",61052.763,62.809,51449.155,1692368,2550,2470,96.86,18,55,87.08,78.97,20.7,16628,284385,139737,77992,667789,1169903,OPEX,1.26,0.38,0,Ya,289811652,16033,PT IWIP,FOB Motorship
Langgikima,Konawe Utara,Nikel Lamonae 2,1.409.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamonae 2,Sulawesi Tenggara,Operasi Produksi,55811300,691879.65,"Blok K1, Blok K2 dan Blok E, kadar Ni 1,5% dan 1,8%","PT Karyatama Konawe Utara, Laporan RKAB Tahun 2020 (Tabulasi Ditjen Minerba)",1419,122.2549,-3.2295,IUP,"Kec. Asera, Konawe Utara",3119,"Desember 13, 2029","Agustus 1, 2017",47707.193,834.209,20046.419,955925,2672,2582,96.63,15,37,96.08,77.86,9.1,9756,230706,70279,57349,787908,1146242,CAPEX,1.17,0.18,1,Tidak,263505080,15813,PT IMIP,Spot Contract
Langgikimia,Konawe Utara,Nikel Tambakua,289.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Tambakua,Sulawesi Tenggara,Operasi Produksi,6340000,77076.3,"Kadar Ni 0,98% - 2,1%","PT Karyatama Konawe Utara, Laporan RKAB Tahun 2022 (tabulasi Ditjen Minerba)",1305,122.155,-3.304,IUP,"Kec. Asera, Konawe Utara",3119,"Desember 13, 2029","Agustus 1, 2017",54890.174,8.781,30996.868,1404257,5491,5191,94.54,13,69,92.59,87.5,15.2,6489,351048,130827,56808,403033,941716,CAPEX,0.47,0.32,0,Tidak,287218196,15711,PT IMIP,Spot Contract
Batu Putih,Kolaka Utara,Nikel Latou,357.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Latou,Sulawesi Tenggara,Operasi Produksi,728100,9.428.895,"Kadar Ni 1,3% - 1,9%","PT Kasmar Tiar Raya, Laporan RKAB Tahun 2020",1347,121.102,-3.074,IUP,Kec. Batu Putih,955,"Juni 21, 2031","Juni 21, 2021",37227.49,65.135,63602.566,546226,4587,4760,103.77,24,50,94.56,89.51,24.7,9349,249270,115998,37337,713888,1116493,CAPEX,0.42,0.26,0,Ya,294104187,15500,PT IMIP,FOB Motorship
Langgikima,Konawe Utara,Nikel Lameruru 1,2.796.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lameruru 1,Sulawesi Tenggara,Operasi Produksi,0,0,Tidak ada data kadar Ni,"PT Kelompok Delapan Indonesia, Laporan RKAB Tahun 2020",1614,122.3033,-3.2574,IUP,"Kecamatan Langgikima, Konawe Utara",226.51,"September 16, 2030","Mei 4, 2020",52058.882,94.199,23340.18,1021248,2713,2760,101.73,20,44,88.85,87.46,47.6,9788,359905,64096,69686,598728,1092415,CAPEX,0.74,0.13,0,Tidak,250238704,15836,PT Vale Indonesia,CIF
Langgikima,Konawe Utara,Nikel Lamonae 1,1.394.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamonae 1,Sulawesi Tenggara,Operasi Produksi,0,0,"Kadar Ni 1,4%","PT Kembar Emas Sultra, 2013",1409,122.241,-3.28,IUP,Kecamatan Langgikima Kabupaten Konawe Utara,103,"Juli 12, 2031","Juli 12, 2011",52909.971,24.262,25765.42,1155076,5384,4935,91.66,22,53,89.83,73.85,22,6835,368414,122481,46814,787037,1324746,CAPEX,2.12,0.07,2,Tidak,339270607,15854,PT Aneka Tambang,FOB Motorship
Langgikima,Konawe Utara,Nikel Lameruru 2,1.931.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lameruru 2,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Kembar Emas Sultra, 2013",1463,122.245,-3.277,IUP,Kec. Langgikima Kabupaten Konawe Utara,467,"Juli 13, 2031","Juli 13, 2011",52656.109,385.335,25382.759,1974107,3447,3618,104.96,24,62,90.26,74.42,39.7,4495,337817,69647,34593,631307,1073364,OPEX,0.54,0.06,2,Tidak,302788995,16032,PT IMIP,CIF
Tolala,Kolaka Utara,Nikel Blok A Tolala,297.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok A Tolala,Sulawesi Tenggara,Operasi Produksi,0,0,"Kadar Ni 0,8% - 2,1%","PT Kolaka Mineral Resources, 2015",1310,121.083,-2.833,IUP,"Desa Lawaki Jayaatikala, Tolala",2100,"Juli 16, 2029","Juli 17, 2009",10527.254,56.184,43832.75,821877,3453,3563,103.19,29,45,94.88,83.12,29.3,23819,266040,109942,79382,735254,1190618,CAPEX,0.72,0.05,1,Tidak,253630567,15894,PT GNI,FOB Motorship
Molawe,Konawe Utara,Nikel Tobimieta,2.162.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Tobimieta,Sulawesi Tenggara,Operasi Produksi,0,0,"Blok A Saprolit, Blok B Limonit, SOA Saprolit","PT Konawe Nikel Nusantara, Laporan RKAB Tahun 2022",1511,122.25,-3.378,IUP,"Kec. lasolo, Konawe Utara",373.8,"Agustus 19, 2030","Agustus 19, 2010",63771.193,273.063,36463.099,914822,3178,2996,94.27,26,36,95.04,75.78,13.2,14781,390581,145968,39503,466405,1042457,CAPEX,1.46,0.32,1,Tidak,336799192,15516,PT Aneka Tambang,CIF
Langgikima,Konawe Utara,Nikel Lamonae,1.408.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamonae,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Konutara Prima, 2013",1418,122.205,-3.213,IUP,Kec. Langgikima & Wiwirano,2827,"Maret 11, 2031","Maret 11, 2011",45040.357,1219.845,19556.04,1112792,1989,2040,102.56,22,36,87.69,84.69,19.4,12443,337209,145314,30811,456841,970175,CAPEX,0.69,0.18,2,Tidak,335516394,15811,PT Vale Indonesia,FOB Motorship
Lasolo,Konawe Utara,Nikel Sari Mukti,1.400.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Sari Mukti,Sulawesi Tenggara,Operasi Produksi,1730980,21.810.348,"D Saprolite (Pit 6, 7, 8, 9, 10, dan 11)","PT Konutara Sejati, Laporan RKAB Tahun 2020 (tabulasi Ditjen Minerba)",1414,122.2263,-3.3485,IUP,"Kec. Langgikima, Konawe Utara",1923,"Desember 22, 2029","Juni 9, 2017",60191.054,50.945,33492.992,1988998,5230,4790,91.59,27,64,97.24,81.33,34.4,23528,329167,137123,33891,770631,1270812,CAPEX,0.58,0.11,0,Tidak,251204862,15908,PT Vale Indonesia,FOB Motorship
Batu Putih,Kolaka Utara,Nikel Blok II Lelewawo,2.566.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok II Lelewawo,Sulawesi Tenggara,Operasi Produksi,350000,3675,"Kadar Ni 1,5%","PT Kurnia Mining Resources, Laporan RKAB Tahun 2020 (Tabulasi Dinas ESDM Provinsi)",1588,121.0566,-3.0244,IUP,Kec Batu Putih,210,"April 12, 2031","Juli 23, 2021",31556.969,256.52,61643.893,1780104,1457,1530,105.01,19,38,86.57,81.02,35.3,8718,371281,99406,52625,610584,1133896,CAPEX,1.5,0.35,1,Tidak,266317815,15773,PT GNI,Spot Contract
Laeya,Konawe Selatan,Nikel Labokeo,2.797.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Labokeo,Sulawesi Tenggara,Operasi Produksi,0,0,"Blok A dan Blok B, kadar Ni 1,5% dan 1,8%","PT Laeya Cipta Guna, Laporan RKAB Tahun 2020",1615,122.4877,-4.3608,IUP,"Desa Labokeo, Kec. Laeya, Konawe",1185,"Oktober 9, 2029","Oktober 9, 2019",10113.683,174.774,17940.49,552039,2114,2114,100,29,57,96.65,86.57,24.6,12460,376293,105953,35145,623337,1140728,CAPEX,1.05,0.34,2,Tidak,286379416,15736,PT IMIP,FOB Motorship
Tolala,Kolaka Utara,Nikel Lawaki Jaya,2.792.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lawaki Jaya,Sulawesi Tenggara,Operasi Produksi,7107091,87.061.864.750,"Blok I, kadar Ni 1,65% s.d. 1,75%","PT Lawaki Tiar Raya, Laporan Revisi RKAB Tahun 2020",1610,121.0671,-2.8389,IUP,"Desa Lawaki Jaya, Kecamatan Tolala, Kabupaten Kolaka Utara, Provinsi Sulawesi Tenggara",404,"Maret 15, 2033","Maret 15, 2013",10671.575,249.328,45594.187,850909,2341,2335,99.74,25,48,86.31,84.21,15.3,21780,215548,80027,72132,467991,835698,OPEX,1.64,0.27,2,Tidak,300724863,15945,PT IMIP,Spot Contract
Palangga,Konawe Selatan,Nikel Blok I Watudemba,2.141.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok I Watudemba,Sulawesi Tenggara,Operasi Produksi,67430,7.788.165,"Kadar Ni 1,45% s.d. 1,82%","PT Macika Mada Madana, Laporan RKAB Tahun 2020",1490,122.358,-4.398,IUP,"Kec Palangga, Konawe Selatan",705,"Oktober 27, 2031","Oktober 27, 2011",12226.712,535.313,6382.409,1732511,2545,2325,91.36,23,62,88.44,70.53,37.5,17272,376309,142095,55622,490692,1064718,OPEX,2.3,0.47,0,Tidak,322576327,15836,PT IWIP,FOB Motorship
Palangga,Konawe Selatan,Nikel Blok II Kiaea,2.142.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok II Kiaea,Sulawesi Tenggara,Operasi Produksi,426440,49.552.328,"Kadar Ni 1,66% s.d. 1,89%","PT Macika Mada Madana, Laporan RKAB Tahun 2020",1491,122.369,-4.397,IUP,"Kec Palangga, Konawe Selatan",705,"Oktober 27, 2031","Oktober 27, 2011",11198.521,143.033,6635.396,587454,1940,2007,103.45,28,37,96,70.99,12.6,12383,353004,97723,46195,727290,1224212,CAPEX,0.55,0.19,2,Tidak,292433642,15874,PT Vale Indonesia,Spot Contract
Palangga Selatan,Konawe Selatan,Nikel Blok IV Amondo,2.143.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok IV Amondo,Sulawesi Tenggara,Operasi Produksi,578760,79.405.872,"Kadar Ni 1,59% s.d. 1,96%","PT Macika Mada Madana, Laporan RKAB Tahun 2020",1492,122.359,-4.411,IUP,"Kec Palangga, Konawe Selatan",705,"Oktober 27, 2031","Oktober 27, 2011",11558.704,368.301,4950.139,1783506,1473,1332,90.43,20,66,87.33,82.03,47.2,9372,241304,127162,30157,521331,919954,OPEX,2.3,0.42,1,Tidak,311171750,15755,PT IWIP,FOB Motorship
Langgikima,Konawe Utara,Nikel Bintaro,2.154.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Bintaro,Sulawesi Tenggara,Operasi Produksi,13200236,157.581.306.120,"Blok Bintaro, North Grogol, South Grogol, Sawit, 200 spc Sawit","PT Makmur Lestari Primatama, Laporan RKAB Tahun 2022",1503,122.265,-3.287,IUP,Kecamatan Langgikima Kab. Konawe Utara,407,"November 22, 2029","Septermber 22, 2014",54159.842,32.92,26335.9,922075,4178,3911,93.61,24,59,90.38,79.72,13.5,4737,261533,85966,53989,633664,1035152,OPEX,2.28,0.04,2,Tidak,251012933,15652,PT Aneka Tambang,Spot Contract
Molawe,Konawe Utara,Nikel Boedingi,2.165.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Boedingi,Sulawesi Tenggara,Operasi Produksi,1184704,15.093.128.960,"Blok Selatan (Pit 1), Blok Utara (Pit 2)","PT Manunggal Sarana Surya Pratama, Laporan RKAB Tahun 2020",1515,122.3813,-3.418,IUP,Kec. Lasolo,284.92,"Oktober 8, 2032","Desember 8, 2014",65025.315,438.098,42628.421,1876478,5374,4952,92.15,15,50,90.85,75.2,9.8,5786,350533,124042,37565,526613,1038753,OPEX,2.11,0.37,0,Tidak,315853921,15785,PT Aneka Tambang,FOB Motorship
Kabaena Selatan,Bombana,Nikel Lamkema,2.570.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamkema,Sulawesi Tenggara,Operasi Produksi,515156,7.717.036.880,"Kadar Ni 1,2% dan 1,8%","PT Margo Karya Mandiri, Laporan RKAB Tahun 2020",1592,121.894,-5.3318,IUP,Kec. Kabaena Kab. Bombana,2128,"Oktober 6, 2030","Oktober 7, 2020",13420.28,3952.492,49511.24,940390,1899,1930,101.63,29,42,88.19,78.37,27.4,7400,243324,72441,78902,505379,900046,CAPEX,1.65,0.49,1,Tidak,341539693,16027,PT GNI,Spot Contract
Molawe,Konawe Utara,Nikel Marombo 1,2.155.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Marombo 1,Sulawesi Tenggara,Operasi Produksi,2100000,39900,-,"PT Masempo Dalle, Laporan RKAB Teknis Lingkungan Tahun 2018",1504,122.258,-3.39,IUP,"Kec. Langgikima, Konut",103.2,"Agustus 23, 2031","Agustus 23, 2011",65219.159,522.006,37744.071,1151475,2615,2431,92.96,22,69,94.23,85.16,28.4,20519,290482,123379,44554,466408,924823,OPEX,1.63,0.42,2,Tidak,302620810,15831,PT IWIP,FOB Motorship
Langgikima,Konawe Utara,Nikel Lamonae 3,1.410.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamonae 3,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Meta Mineral Pradana, 2013",1420,122.206,-3.233,IUP,Kec Wiwirano,470,"Juli 14, 2030","Juli 14, 2010",47252.125,881.945,21586.59,1492874,3475,3602,103.65,25,45,96.07,86.53,27.9,17424,337780,54596,53743,771839,1217958,CAPEX,1.67,0.29,0,Tidak,295492522,15888,PT Aneka Tambang,FOB Motorship
Langgikima,Konawe Utara,Nikel Osu Ranonuwue,2.167.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Osu Ranonuwue,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Mitra Utama Resources, Laporan RKAB Tahun 2018",1517,122.215,-3.363,IUP,"Kec. Langgikima, Konawe Utara",237.9,"Juli 12, 2031","Juli 12, 2011",61657.726,1149.236,35277.95,689421,5202,5194,99.85,19,52,96.37,81.22,24.7,13102,330097,60481,30931,776024,1197533,CAPEX,1.79,0.31,2,Tidak,279711833,15568,PT IMIP,FOB Motorship
Routa,Konawe,Nikel Routa 1,1.407.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Routa 1,Sulawesi Tenggara,Eksplorasi,0,0,-,"PT Modern Cahaya Makmur, 2015",1417,121.705,-3.024,IUP,"Kec. Routa, Konawe",5053,"Desember 8, 2032","Desember 8, 2012",,,,1335548,4246,3844,90.53,27,48,89.41,77.71,49.8,20441,381959,85221,36546,446074,949800,CAPEX,0.24,0.18,0,Tidak,345426827,16043,PT Aneka Tambang,Spot Contract
Puriala,Konawe,Nikel Puriala,1.933.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Puriala,Sulawesi Tenggara,Eksplorasi,622387,8.495.582.550,-,"PT Modern Cahaya Makmur, Laporan RKAB Tahun 2019",1465,122.088,-4.02,IUP,"Kec. Puriala, Konawe",1522,"Desember 28, 2032","Februari 29, 2012",,,,1257523,4541,4091,90.09,11,43,91.9,75.41,26.9,7376,222307,98203,40374,541300,902184,OPEX,2.4,0.34,2,Tidak,253320318,15634,PT IWIP,FOB Motorship
Tolala,Kolaka Utara,Nikel Tolala,299.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Tolala,Sulawesi Tenggara,Operasi Produksi,0,0,"Kadar Ni 0,92% - 0,95%","PT Mulia Makmur Perkasa, 2010",1312,121.1,-2.91,IUP,"Desa Patikala, Tolala Kec Tolala",2450,"Juli 16, 2029","Juli 17, 2009",19243.9,239.695,48660.854,1675847,3782,3433,90.77,12,49,88.23,80.44,26.5,8429,259003,121140,32586,625544,1038273,CAPEX,1.55,0.39,1,Tidak,278674390,16034,PT IWIP,CIF
Kabaena Timur,Bombana,Nikel Tapuhaka,2.569.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Tapuhaka,Sulawesi Tenggara,Operasi Produksi,233556,349.866.888,"Kadar Ni 1,6% dan 2,11%","PT Narayana Lambale Selaras, Laporan RKAB Tahun 2020",1591,122.0255,-5.3198,IUP,"Kabupaten Bombana, Kecamatan Kabaena Timur",414,"Juni 22, 2033","Juni 22, 2023",2772.735,40.481,47285.203,1994160,3109,3081,99.1,20,40,88.18,76.29,24,12247,396975,85905,66299,553314,1102493,CAPEX,2,0.5,0,Tidak,263870805,15745,PT Vale Indonesia,Spot Contract
Molawe,Konawe Utara,Nikel Boenaga 1,2.532.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Boenaga 1,Sulawesi Tenggara,Operasi Produksi,6058945,76.342.707,"4 blok, kadar Ni 1,4% s.d. 2%","PT Paramitha Persada Tama, Laporan RKAB Tahun 2020",1554,122.3798,-3.4394,IUP,Kec. Lasolo,175,"April 3, 2032","April 3, 2012",62861.294,23.323,44853.851,1496470,2219,2264,102.03,24,35,87.1,81.28,8,23265,313766,51843,77270,688416,1131295,CAPEX,1.07,0.25,0,Tidak,336627577,16005,PT Vale Indonesia,Spot Contract
Tolala,Kolaka Utara,Nikel Patikala 4 Blok Utara,2.156.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Patikala 4 Blok Utara,Sulawesi Tenggara,Operasi Produksi,6129784,753.473.042,Ironcap-Limonit-Saprolit,"PT Patrindo Jaya Makmur, Laporan RKAB Tahun 2020",1505,120.99,-2.843,IUP,"Desa Patikala, Kecamatan Tolala",500,"Desember 5, 2027","Desember 5, 2012",12082.04,7800.388,52655.578,1113779,4943,4626,93.59,26,45,97.22,83.53,31.7,16898,249741,82539,79267,504092,915639,CAPEX,0.23,0.03,2,Tidak,298260524,15990,PT Vale Indonesia,CIF
Tolala,Kolaka Utara,Nikel Patikala 4 Blok Selatan,2.533.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Patikala 4 Blok Selatan,Sulawesi Tenggara,Operasi Produksi,8192167,10.069.811.465,"Laterit dimulai dari ironcap sampai rocky sparolit dengan kadar Ni 0,6% s.d. 2,6%","PT Patrindo Jaya Makmur, Laporan RKAB Tahun 2020",1555,121.0002,-2.8586,IUP,"Desa Patikala, Kecamatan Tolala",500,"Desember 5, 2027","Desember 5, 2012",13208.129,6960.67,52753.795,1109580,4696,4825,102.75,18,38,96.54,71.32,15.3,21870,257966,93917,43290,423539,818712,OPEX,1.37,0.3,0,Tidak,342238957,15915,PT Vale Indonesia,Spot Contract
Lasolo,Konawe Utara,Nikel Waturambaha 1,2.791.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Waturambaha 1,Sulawesi Tenggara,Operasi Produksi,1163407,154.733.131,"Kadar Ni 1,5% s.d. 2,1%","PT Pernick Sultra, Laporan RKAB Tahun 2020",1609,122.3032,-3.3628,IUP,Kecamatan Langgikima,539,"Agustus 23, 2031","Agustus 23, 2011",63282.844,112.148,34898.963,1126938,1502,1365,90.88,22,49,95.11,70.02,33.7,9211,267842,104371,69437,534773,976423,CAPEX,1.37,0.06,1,Tidak,316515804,16004,PT Vale Indonesia,FOB Motorship
Tanggetada,Kolaka,Nikel Sopura 1,1.946.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Sopura 1,Sulawesi Tenggara,Operasi Produksi,89965,1.133.559,"Kadar Ni > 1,4% s.d. 2,1%","PT Pernick Sultra, Laporan RKAB Tahun 2020",1478,121.531,-4.297,IUP,Tanggetada,108,"April 12, 2030","April 12, 2010",15465.641,613.79,4783.957,1721030,4333,4420,102.01,21,65,91.73,74.25,7.3,21815,310857,114400,55203,639142,1119602,CAPEX,1.21,0.12,0,Tidak,305683241,15835,PT Vale Indonesia,CIF
Lasolo,Konawe Utara,Nikel Tapu Boedingin,2.814.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Tapu Boedingin,Sulawesi Tenggara,Operasi Produksi,450,5.5125,"Blok A, kadar Ni 1,5% dan 1,75%","PT Primastian Metal Pratama, Laporan RKAB Tahun 2020 (Tabulasi Dinas ESDM Provinsi)",1632,122.37,-3.457,IUP,Kec. Lasolo,102,"Desember 23, 2031","Maret 2, 2018",61446.172,1334.369,46459.399,981823,1745,1813,103.9,29,40,91.38,87.89,49.2,5522,256908,74766,32292,472255,836221,CAPEX,0.98,0.16,2,Tidak,301747252,15966,PT IMIP,FOB Motorship
Lasusua,Kolaka Utara,Nikel Pitulua 1,2.548.000.000,Nikel,Ni,Logam Besi dan Paduan Besi,Pitulua 1,Sulawesi Tenggara,Operasi Produksi,1512500,16.410.625,-,"PT Putra Dermawan Pratama, Laporan RKAB Tahun 2019",1570,120.954,-3.623,IUP,"Desa Sulaho, Kec. Lasusua, Kab. Kolaka Utara, Sulawesi Tenggara",100,"Juni 4, 2026","Juli 4, 2011",24282.603,129.615,45933.546,750459,4429,4499,101.58,23,35,91.89,82.93,26.1,8780,324372,111040,34535,726360,1196307,CAPEX,0.77,0.37,1,Tidak,270267778,15594,PT GNI,Spot Contract
